;;MTRL-0321;;;;;;;;
Tipo: Relatório de chamadas;;;;;;;;;;
Chamadas atendidas: De 01/03/2021 10:14:00 Para 31/03/2021 11:14:00;;;;;;;;;;
ID da chamada: Ramais no intervalo '0098-0099';;;;;;;;;;
Destino: Qualquer número;;;;;;;;;;
Duração da chamada;ID da chamada;;Destino;Status;Tocando;Falando;Totais;Custo;Razão;Play
26/03/2021 13:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:09;00:00:25;0,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:06:26;00:06:42;6,43;Terminado por 02619991432942;
26/03/2021 13:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:01:29;00:00:05;00:01:34;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:54;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:19;00:00:55;00:01:14;0,92;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:24;00:00:29;00:00:53;0,48;Terminado por 02619996975767;
26/03/2021 13:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 13:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:15;00:00:34;00:00:49;0,57;Terminado por 02619997096201;
26/03/2021 14:09;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:17;00:00:26;00:00:43;0,43;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:02;00:00:43;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:32;00:00:44;0,53;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:35;00:00:48;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:20;00:00:29;00:00:49;0,48;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:38;00:00:10;00:00:48;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:17;00:02:37;00:02:54;2,62;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 14:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:46;00:00:19;00:01:05;0,32;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:45;00:00:15;00:01:00;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:45;00:00:13;00:00:58;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:43;00:00:11;00:00:54;0,18;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:44;00:00:05;00:00:49;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:45;00:00:57;0,75;Terminado por 02619987653570;
26/03/2021 15:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:03;00:00:10;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:07;00:00:05;00:00:12;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
26/03/2021 15:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:34;00:00:36;00:01:10;0,6;Terminado por 02619992463495;
26/03/2021 15:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:23;00:00:05;00:00:28;0,08;Terminado por 02619974050447;
29/03/2021 10:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61938E+11;Atendida;00:00:20;00:01:00;00:01:20;1;Terminado por 0261938285235;
29/03/2021 17:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61195E+12;Atendida;00:00:11;00:00:31;00:00:42;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
29/03/2021 17:55;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61195E+12;Atendida;00:00:17;00:00:02;00:00:19;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
29/03/2021 17:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61195E+12;Atendida;00:00:15;00:00:02;00:00:17;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
29/03/2021 17:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61195E+12;Atendida;00:00:13;00:00:02;00:00:15;0,03;Terminado por 02611949768106;
29/03/2021 17:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61131E+11;Atendida;00:00:10;00:00:24;00:00:34;0,4;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
Totais:;;;Chamadas - 398;;02:38:55;02:56:36;05:35:31;176,69;;
;;3CX Ltd.;;;;;;;;
